Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),PLENUM-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE1-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE2-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE3-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE4-1:Zone Mean Air Dewpoint Temperature [C](Hourly),SPACE5-1:Zone Mean Air Dewpoint Temperature [C](Hourly),PLENUM-1:Zone Air System Sensible Heating Rate [W](Hourly),PLENUM-1:Zone Air System Sensible Cooling Rate [W](Hourly),PLENUM-1:Zone Air Temperature [C](Hourly),SPACE1-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE1-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE1-1:Zone Air Temperature [C](Hourly),SPACE2-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE2-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE2-1:Zone Air Temperature [C](Hourly),SPACE3-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE3-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE3-1:Zone Air Temperature [C](Hourly),SPACE4-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE4-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE4-1:Zone Air Temperature [C](Hourly),SPACE5-1:Zone Air System Sensible Heating Rate [W](Hourly),SPACE5-1:Zone Air System Sensible Cooling Rate [W](Hourly),SPACE5-1:Zone Air Temperature [C](Hourly),SimHVAC:HVAC System Total Heat Rejection Energy [J](Each Call),HOT WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),HOT WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Cooling Demand Rate [W](Hourly),CHILLED WATER LOOP:Plant Supply Side Heating Demand Rate [W](Hourly),SPACE1-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE2-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE3-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE4-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),SPACE5-1 ZONE COIL:Heating Coil Heating Rate [W](Hourly),OA HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),MAIN HEATING COIL 1:Heating Coil Heating Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),OA COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](Hourly),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](Hourly),CENTRAL BOILER:Boiler Heating Rate [W](Hourly),CENTRAL BOILER:Boiler NaturalGas Rate [W](Hourly),CENTRAL CHILLER:Chiller Electricity Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Cooling Rate [W](Hourly),CENTRAL CHILLER:Chiller Evaporator Inlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Outlet Temperature [C](Hourly),CENTRAL CHILLER:Chiller Evaporator Mass Flow Rate [kg/s](Hourly),CENTRAL CHILLER:Chiller Condenser Heat Transfer Rate [W](Hourly),HW CIRC PUMP:Pump Outlet Temperature [C](Hourly),HW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),CW CIRC PUMP:Pump Outlet Temperature [C](Hourly),CW CIRC PUMP:Pump Mass Flow Rate [kg/s](Hourly),MIXED AIR NODE 1:System Node Temperature [C](Hourly),MIXED AIR NODE 1:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),MIXED AIR NODE 1:System Node Dewpoint Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Temperature [C](Hourly),VAV SYS 1 OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),VAV SYS 1 OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),VAV SYS 1 OUTLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN HEATING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),MAIN COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Temperature [C](Hourly),OA COOLING COIL 1 WATER INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Temperature [C](Hourly),OA MIXING BOX 1 INLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA MIXING BOX 1 INLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA MIXING BOX 1 INLET NODE:System Node Setpoint Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Temperature [C](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Mass Flow Rate [kg/s](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Humidity Ratio [kgWater/kgDryAir](Hourly),OA HEATING COIL 1 AIR OUTLET NODE:System Node Setpoint Temperature [C](Hourly) 
 07/02  16:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,5365163.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  16:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4770563.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  16:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4711802.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  16:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4700788.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  16:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4690860.404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  16:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4677527.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  16:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,4660920.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:00:00,27.45833333,11.3203649,11.4293017,11.41460447,11.43593456,10.82079868,12.3083855,0,1313.691785,27.34271142,0,2023.453248,23.8992888,0,922.806272,23.89929697,0,1966.267819,23.89930739,0,1950.146314,23.89933117,0,2043.192883,23.89923922,4639964.254,0,0,12678.13678,0,0,0,0,0,0,0,0,4146.651569,4146.651569,8192.492911,8192.492911,0,0,3090.189479,12678.13678,10.40542248,7.22,0.960730976,15768.32626,47.08255817,0,10.40542248,0.960730976,22.2887368,0.009430859,10.11071988,13.00049238,0.797892117,0.009430859,13,82,0,0,0.331978172,7.22,0.370107214,11.50006792,0.254895401,0.007842476,11.5,27.45833333,0.254895401,0.007842476,4.5
 07/02  17:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,4605656.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,4555663.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,4504250.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,4448561.806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,4387374.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,4322913.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,4259080.844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,4196756.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,4135328.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,4076224.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  17:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,4017797.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:00:00,25.375,12.24660633,12.39235334,12.44440267,12.46429713,11.51625309,13.23712335,0,1217.884431,27.37496931,0,1781.118294,23.89924068,0,785.5207804,23.88668098,0,1671.953183,23.89924942,0,2249.946287,23.8992818,0,2031.582339,23.89913766,3958404.675,0,0,11515.96865,0,0,0,0,0,0,0,0,3607.685821,3607.685821,7682.324824,7682.324824,0,0,2780.701426,11515.96865,10.20667172,7.22,0.919607934,14296.67008,47.08255817,0,10.20667172,0.919607934,22.0799917,0.009969075,10.90433156,13.00179476,0.762555738,0.009969075,13,82,0,0,0.285826659,7.22,0.382025207,11.50002939,0.254895401,0.008199404,11.5,25.375,0.254895401,0.008199404,4.5
 07/02  18:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,3359940.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,2902576.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,2744947.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,2659321.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,2592564.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,2537314.173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,2488637.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,2441116.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,2393367.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,2346683.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  18:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,2301054.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:00:00,23.45833333,12.20886329,12.42147889,11.80520929,12.5457484,10.77268278,13.46046944,0,812.6429579,27.25866537,0,924.9224886,23.83514938,0,672.1903812,22.87051671,0,863.7599869,23.80191779,0,1802.252012,23.89918596,0,951.6147504,23.89575615,2253198.79,0,0,6856.741577,0,0,0,0,0,0,0,0,3109.190159,3109.190159,3317.479061,3317.479061,0,0,1760.12617,6856.741577,9.064477816,7.22,0.887837251,8616.867746,47.08255817,0,9.064477816,0.887837251,18.81306496,0.009457989,10.10923859,13.02515869,0.475696228,0.009457989,13,82,0,0,0.144514752,7.22,0.345167459,11.50000148,0.254895401,0.008173111,11.5,23.45833333,0.254895401,0.008173111,4.5
 07/02  19:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,2133485.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,2039803.019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,1937184.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,1853719.613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,1796716.916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,1762636.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,1736073.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,1710690.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,1685078.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,1670073.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  19:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,1653218.716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:00:00,21.375,11.29680322,11.05651872,10.13173566,11.15711885,9.776407268,12.41980001,0,1031.796309,26.27707334,0,742.5764778,22.61743224,0,342.4183728,22.20180924,0,696.1885112,22.57035428,0,867.4286538,23.42551484,0,798.185378,22.90714147,1628966.668,0,308.1256612,4624.063804,0,32.27901937,283.7894588,43.82623249,0,0,0,0,2569.081631,2569.081631,1802.783526,1802.783526,308.1256612,385.1570765,1301.028793,4624.063804,8.531990179,7.22,0.838767802,5925.092597,46.61755565,0.002071178,8.531990179,0.838767802,16.43655919,0.009124899,9.575414276,13.01147872,0.380995605,0.009124899,13,82,0,0,0.092598639,7.22,0.267923675,11.50005565,0.254895401,0.008525188,11.5,21.375,0.254895401,0.008525188,4.5
 07/02  20:02:30,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  20:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:00:00,19.45833333,10.71299242,10.39115764,9.723712136,10.4716462,9.612464596,11.70024408,0,0,26.02884828,58.08,0,22.53201041,25.08,0,22.44645312,58.08,0,22.46424095,25.08,0,23.73727529,108.68,0,22.70483122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.421962162,8.421962162,0,0,45.761569,0,8.421962162,0,26.04784943,0.009863612,10.71286252,26.04784943,0,0.009863612,13,82,0,0,0,7.22,0,19.45833333,0,0.008751353,11.5,19.45833333,0,0.008751353,4.5
 07/02  21:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  21:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:00:00,17.91666667,10.71115628,10.3894959,9.723104868,10.4698989,9.612293315,11.69803161,0,0,25.17248805,19.8,0,21.98759937,8.55,0,21.9746635,19.8,0,21.93150723,8.55,0,22.86157776,37.05,0,22.31517791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.421962162,8.421962162,0,0,45.761569,0,8.421962162,0,25.25530011,0.009862473,10.71115646,25.25530011,0,0.009862473,13,82,0,0,0,7.22,0,17.91666667,0,0.008752574,11.5,17.91666667,0,0.008752574,4.5
 07/02  22:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  22:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:00:00,17,10.71115624,10.3894959,9.723104808,10.46989887,9.612293315,11.69803161,0,0,24.20799765,15.84,0,21.42518454,6.84,0,21.4639261,15.84,0,21.38315325,6.84,0,21.97052138,29.64,0,21.89288765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.421962162,8.421962162,0,0,45.761569,0,8.421962162,0,24.28578834,0.009862473,10.71115624,24.28578834,0,0.009862473,13,82,0,0,0,7.22,0,17,0,0.008741337,11.5,17,0,0.008741337,4.5
 07/02  23:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:10:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:45:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  23:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 07/02  24:00:00,16.45833333,10.70129778,10.37966219,9.713323483,10.46005906,9.602520443,11.6880951,0,0,23.32704766,15.84,0,21.04555659,6.84,0,21.09151824,15.84,0,21.00656343,6.84,0,21.37231564,29.64,0,21.58972318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.421962162,8.421962162,0,0,45.761569,0,8.421962162,0,23.39618734,0.009862473,10.70129778,23.39618734,0,0.009862473,13,82,0,0,0,7.22,0,16.45833333,0,0.008760047,11.5,16.45833333,0,0.008760047,4.5
