# Database Output
# UBC University of British Columbia
# JUNE 22 2015 14:35
#
# Time indicated in PST (GMT-8)
# Times indicate end of averaging period
#
# BSPA Basel - Spalenring         610360/267140 278m
#
# 00 BSPAAHA1 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 01 BSPAAHA2 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 02 BSPAAHA3 Basel - Spalenring : Absolute Humidity  3.00m [g/m3]
# 03 BSPAAHA4 Basel - Spalenring : Absolute Humidity  15.80m [g/m3]
# 04 BSPAAHA5 Basel - Spalenring : Absolute Humidity  22.90m [g/m3]
# 05 BSPAAHA7 Basel - Spalenring : Absolute Humidity  32.90m [g/m3]
#
                ,      BSPAAHA1,      BSPAAHA2,      BSPAAHA3,      BSPAAHA4,      BSPAAHA5,      BSPAAHA7
12.06.2002 08:40,         8.820,         8.469,         8.718,         8.521,         8.672,         9.231
12.06.2002 08:50,         8.782,         8.491,         8.822,         8.529,         8.677,         9.245
12.06.2002 09:00,         8.867,         8.533,         8.657,         8.404,         8.575,         9.190
12.06.2002 09:10,         8.835,         8.424,         8.632,         8.420,         8.595,         9.216
12.06.2002 09:20,         8.684,         8.442,         8.698,         8.413,         8.610,         9.247
12.06.2002 09:30,         8.810,         8.547,         8.839,         8.508,         8.691,         9.361
12.06.2002 09:40,         8.903,         8.607,         8.873,         8.509,         8.734,         9.439
12.06.2002 09:50,         8.818,         8.494,         8.862,         8.452,         8.646,         9.427
12.06.2002 10:00,         8.666,         8.398,         9.008,         8.396,         8.617,         9.330
12.06.2002 10:10,         8.867,         8.543,         9.005,         8.486,         8.707,         9.557
12.06.2002 10:20,         8.782,         8.400,         8.990,         8.654,         8.779,         9.580
12.06.2002 10:30,         8.933,         8.604,         9.109,         8.638,         8.822,         9.708
12.06.2002 10:40,         8.816,         8.526,         9.171,         8.575,         8.800,         9.588
12.06.2002 10:50,         8.970,         8.623,         9.230,         8.587,         8.829,         9.674
12.06.2002 11:00,         8.879,         8.565,         9.323,         8.696,         8.906,         9.794
12.06.2002 11:10,         8.952,         8.594,         9.273,         8.663,         8.810,         9.703
12.06.2002 11:20,         9.228,         8.788,         9.483,         8.940,         9.061,        10.031
12.06.2002 11:30,         9.292,         8.952,         9.729,         9.354,         9.329,        10.138
12.06.2002 11:40,         9.484,         9.123,         9.982,         9.637,         9.563,        10.362
12.06.2002 11:50,         9.563,         9.215,        10.194,         9.740,         9.631,        10.543
12.06.2002 12:00,         9.701,         9.342,        10.217,         9.776,         9.782,        10.600
12.06.2002 12:10,         9.867,         9.440,        10.152,         9.705,         9.786,        10.608
12.06.2002 12:20,         9.952,         9.585,        10.195,         9.802,         9.886,        10.764
12.06.2002 12:30,         9.885,         9.487,        10.260,         9.937,        10.019,        10.805
12.06.2002 12:40,        10.130,         9.680,        10.251,        10.088,        10.163,        10.964
12.06.2002 12:50,        10.211,         9.734,        10.700,        10.109,        10.144,        11.134
12.06.2002 13:00,        10.137,         9.771,        10.610,        10.035,        10.152,        11.108
12.06.2002 13:10,        10.217,         9.741,        10.748,        10.090,        10.121,        11.087
12.06.2002 13:20,        10.319,         9.827,        10.609,        10.129,        10.246,        11.260
12.06.2002 13:30,        10.166,         9.760,        10.703,        10.277,        10.306,        11.215
12.06.2002 13:40,        10.460,         9.996,        10.659,        10.175,        10.435,        11.406
12.06.2002 13:50,        10.421,         9.969,        10.710,        10.225,        10.321,        11.446
12.06.2002 14:00,        10.453,        10.055,        10.713,        10.185,        10.379,        11.452
12.06.2002 14:10,        10.461,        10.052,        10.971,        10.408,        10.542,        11.529
12.06.2002 14:20,        10.370,         9.966,        10.916,        10.418,        10.425,        11.458
12.06.2002 14:30,        10.473,        10.050,        10.836,        10.363,        10.488,        11.595
12.06.2002 14:40,        10.473,        10.060,        10.957,        10.320,        10.465,        11.627
12.06.2002 14:50,        10.622,        10.197,        11.032,        10.422,        10.618,        11.707
12.06.2002 15:00,        10.510,        10.167,        11.017,        10.621,        10.711,        11.576
12.06.2002 15:10,        10.640,        10.239,        11.115,        10.634,        10.781,        11.691
12.06.2002 15:20,        10.725,        10.388,        11.191,        10.736,        10.844,        11.861
12.06.2002 15:30,        10.906,        10.528,        11.343,        10.713,        10.938,        12.096
12.06.2002 15:40,           NaN,           NaN,           NaN,           NaN,        10.989,        11.966
12.06.2002 15:50,           NaN,           NaN,           NaN,           NaN,        11.006,        12.043
12.06.2002 16:00,           NaN,           NaN,           NaN,           NaN,        10.942,        11.994
12.06.2002 16:10,           NaN,           NaN,           NaN,           NaN,        11.015,        12.173
12.06.2002 16:20,           NaN,           NaN,           NaN,           NaN,        11.065,        12.194
12.06.2002 16:30,           NaN,           NaN,           NaN,           NaN,           NaN,           NaN
12.06.2002 16:40,        10.515,        10.109,        11.404,        10.819,           NaN,           NaN
12.06.2002 16:50,        10.438,        10.055,        10.883,        10.615,           NaN,           NaN
12.06.2002 17:00,        10.477,        10.037,        10.977,        10.536,           NaN,           NaN
12.06.2002 17:10,        10.670,        10.157,        10.919,        10.538,           NaN,           NaN
12.06.2002 17:20,        10.519,        10.097,        11.165,        10.702,        10.475,        11.478
12.06.2002 17:30,        10.482,        10.143,        11.087,        10.721,        10.470,        11.355
12.06.2002 17:40,        10.560,        10.211,        11.065,        10.832,        10.557,        11.431
12.06.2002 17:50,        10.575,        10.121,        11.082,        10.764,        10.483,        11.376
12.06.2002 18:00,        10.501,        10.059,        10.893,        10.686,        10.460,        11.374
12.06.2002 18:10,        10.487,        10.062,        10.921,        10.656,        10.419,        11.316
12.06.2002 18:20,        10.423,         9.983,        10.721,        10.582,        10.346,        11.285
12.06.2002 18:30,        10.335,         9.942,        10.940,        10.659,        10.362,        11.155
12.06.2002 18:40,        10.258,         9.852,        10.791,        10.542,        10.248,        11.024
12.06.2002 18:50,        10.246,         9.794,        10.971,        10.518,        10.236,        10.950
12.06.2002 19:00,        10.305,         9.882,        10.801,        10.547,        10.287,        11.138
12.06.2002 19:10,        10.416,         9.968,        10.982,        10.642,        10.388,        11.284
12.06.2002 19:20,        10.580,        10.168,        11.006,        10.784,        10.561,        11.464
12.06.2002 19:30,        10.702,        10.242,        11.227,        10.912,        10.632,        11.457
12.06.2002 19:40,        10.510,        10.028,        11.235,        10.784,        10.470,        11.273
12.06.2002 19:50,        10.356,         9.907,        11.051,        10.625,        10.328,        11.141
12.06.2002 20:00,        10.449,        10.005,        11.006,        10.620,        10.409,        11.284
12.06.2002 20:10,        10.487,        10.019,        11.032,        10.693,        10.469,        11.240
12.06.2002 20:20,        10.318,         9.888,        11.032,        10.587,        10.309,        10.992
12.06.2002 20:30,        10.289,         9.797,        10.708,        10.439,        10.181,        10.893
12.06.2002 20:40,        10.429,         9.915,        10.735,        10.463,        10.249,        10.901
12.06.2002 20:50,        10.697,        10.140,        10.789,        10.578,        10.434,        11.158
12.06.2002 21:00,        10.990,        10.446,        11.089,        10.951,        10.793,        11.226
12.06.2002 21:10,        10.948,        10.285,        11.071,        10.741,        10.553,        10.958
12.06.2002 21:20,        10.938,        10.343,        11.174,        10.868,        10.679,        11.008
12.06.2002 21:30,        11.079,        10.567,        11.271,        11.017,        10.890,        11.304
12.06.2002 21:40,        11.172,        10.642,        11.242,        11.089,        10.967,        11.410
12.06.2002 21:50,        11.121,        10.676,        11.202,        11.090,        10.953,        11.257
12.06.2002 22:00,        11.197,        10.797,        11.249,        11.187,        11.124,        11.495
