,(m) TempProfile_K_2.5,(m) TempProfile_K_13.5,(m) TempProfile_K_17.5,(m) TempProfile_K_21.5,(m) TempProfile_K_25.5,(m) TempProfile_K_31.5
2002-06-14 02:40:00,16.993905622660634,15.678843022351316,15.183087258799219,15.006244701828848,14.870796419185638,14.691078543896879
2002-06-14 02:50:00,16.88049393256,15.590502932237712,15.113577792008016,14.943929616520506,14.813260220813731,14.639300468238275
2002-06-14 03:00:00,16.77901562738424,15.516310176469347,15.059094220178167,14.897225649738346,14.771902446863805,14.604646362689493
2002-06-14 03:10:00,16.694984237969095,15.46512343689426,15.028528019138605,14.874836900161313,14.755442063227349,14.595931752288664
2002-06-14 03:20:00,16.63820635311839,15.438382360337357,15.017679373461817,14.870305587729206,14.755500981952366,14.601879581580704
2002-06-14 03:30:00,16.602292774692046,15.429368639877055,15.021186893556774,14.8788464856774,14.767830199883008,14.619299514098032
2002-06-14 03:40:00,16.58166646556208,15.435162070646015,15.038110854371496,14.900224059439836,14.792652833014245,14.648906496934785
2002-06-14 03:50:00,16.573866914874316,15.454883510625905,15.068598542883706,14.934963719751693,14.830747816575297,14.69176737177014
2002-06-14 04:00:00,16.574634142979107,15.48097931287299,15.101734623814536,14.969491161099768,14.865615009377109,14.725647078518591
2002-06-14 04:10:00,16.543205183518694,15.443637995329084,15.055962389873628,14.916983466395152,14.805429145792175,14.651416803488758
2002-06-14 04:20:00,16.458271848607353,15.32860696342118,14.92874311289495,14.783810376111887,14.66664259881577,14.503951497942921
2002-06-14 04:30:00,16.3643345135996,15.200844252391278,14.792221926357229,14.645411308788255,14.527810246111471,14.366275378943442
2002-06-14 04:40:00,16.278532403795225,15.0909087960747,14.676845760524884,14.528886318293814,14.410865416279591,14.24925837018435
2002-06-14 04:50:00,16.196474840543658,14.990299546892686,14.572285125061796,14.4234358391422,14.304919415393385,14.14284560835074
2002-06-14 05:00:00,16.12335558065837,14.906158513593766,14.481639814498237,14.32914065678409,14.20829484433716,14.043440327111114
2002-06-14 05:10:00,16.087146257293682,14.828663890489281,14.394320960921448,14.238644381631161,14.11586638349388,13.949100597896575
2002-06-14 05:20:00,15.75538647804143,14.641937961605265,14.282588153999257,14.140903132229766,14.028100680122634,13.874767223774938
2002-06-14 05:30:00,14.799784357442888,14.255081201878738,14.067735801090521,13.974911175102761,13.897513167042064,13.7901473729641
2002-06-14 05:40:00,15.010923035457608,14.373368269560217,14.152714868003159,14.05102624935563,13.970569850144273,13.863027762155298
2002-06-14 05:50:00,15.285931538441787,14.566039689831257,14.314378577558955,14.20206224460162,14.114620828489194,13.998932900786144
2002-06-14 06:00:00,15.329820726662035,14.684831031332067,14.450380152325181,14.337937725411734,14.248747108214047,14.129166566346612
2002-06-14 06:10:00,15.37882888045334,14.75424015864229,14.526138384738545,14.413995666846688,14.324697090046755,14.204436453075516
2002-06-14 06:20:00,15.506275514314495,14.869530468751805,14.630886897508105,14.512100226775772,14.418567931517316,14.293510657303557
2002-06-14 06:30:00,15.663235689382248,15.008214407710796,14.75510341038688,14.62728145907198,14.527603267296797,14.39506113975915
2002-06-14 06:40:00,15.82639648860993,15.156275258224525,14.888002610984415,14.750103110774205,14.64358131706149,14.502700546214498
2002-06-14 06:50:00,16.012128024673416,15.31977364554109,15.0320569998608,14.882015548470463,14.767334425811555,14.616610874082141
2002-06-14 07:00:00,16.31516811095571,15.565294909169666,15.241206127224984,15.070941722297391,14.943260478198908,14.777734507231003
2002-06-14 07:10:00,16.74687461138592,15.943312824767304,15.582415071809976,15.389993394198314,15.24769009480417,15.064962850164818
2002-06-14 07:20:00,17.202305982653627,16.343930220928826,15.944489724452524,15.728037044436178,15.569203090196822,15.366055035929548
2002-06-14 07:30:00,17.670291774550435,16.754389818564732,16.313897148037256,16.071805895455157,15.895599041277194,15.671315563198732
2002-06-14 07:40:00,18.151494506396887,17.178233045606078,16.694774569860897,16.425364312810984,16.230590554276034,15.983657040498429
2002-06-14 07:50:00,18.642570479599897,17.612300322224655,17.084527398992975,16.786631061541527,16.57249611197875,16.301927453140593
2002-06-14 08:00:00,19.110220467115653,18.01375257948041,17.451951301131317,17.134773786634526,16.90750680128383,16.620969020423672
2002-06-14 08:10:00,19.626052339545424,18.489159260455835,17.89061493807236,17.548229766797874,17.304035613726626,16.99711379094191
2002-06-14 08:20:00,20.129073548776944,18.954900485908183,18.323412043684982,17.95916141747449,17.700075609958446,17.374815032381946
2002-06-14 08:30:00,20.63884709418653,19.424952695817638,18.758357631824254,18.37137826304263,18.097269982202306,17.754116557714497
2002-06-14 08:40:00,21.15519635142101,19.900998465295118,19.198810277832195,18.788889587688004,18.499632771786082,18.138440261326195
2002-06-14 08:50:00,21.67800221302116,20.382381823667743,19.64401054456033,19.210956151116022,18.90651616289631,18.527334321975275
2002-06-14 09:00:00,22.194596962576043,20.852735308423632,20.08099851764723,19.627633909510166,19.309879263158678,18.914912184633522
2002-06-14 09:10:00,22.67886467794699,21.302601324516672,20.503785597023636,20.033476879334387,19.70463222276925,19.29650830756458
2002-06-14 09:20:00,23.12987635286487,21.723788424088866,20.903732359232833,20.421961723615198,20.08633703787524,19.670863134065655
2002-06-14 09:30:00,23.57413049415169,22.140402610054025,21.30102938274598,20.809443666850257,20.468371695668907,20.047405227728802
2002-06-14 09:40:00,24.006869020449017,22.54932012745303,21.69460667670876,21.195927467641184,20.851219756584953,20.426882196490283
2002-06-14 09:50:00,24.427333552872028,22.950491850836954,22.0848534537422,21.581870547571498,21.235344582565858,20.80974491970761
2002-06-14 10:00:00,24.82286437939507,23.329878067809773,22.4569693643262,21.951793667334698,21.60444815029024,21.17819300825903
2002-06-14 10:10:00,24.9445624430536,23.484249020625214,22.653191606341466,22.175976021263182,21.846620286436917,21.44110602633299
2002-06-14 10:20:00,24.87880146350085,23.52362168136085,22.77053733972548,22.3413834903576,22.04420506085927,21.677470185717198
2002-06-14 10:30:00,25.077511166876832,23.76194430505376,23.03246934054397,22.618053069249243,22.331765867332763,21.9791848476234
2002-06-14 10:40:00,25.30862999249166,24.030531839641696,23.32731079234304,22.927967307051347,22.651644907454227,22.31089464841216
2002-06-14 10:50:00,25.435847281061683,24.24845421864279,23.59878996047661,23.22857033481955,22.971073563407856,22.652415858722065
2002-06-14 11:00:00,25.78702018364021,24.609750757446136,23.958443061112746,23.585718799867436,23.326486648254843,23.005408034916684
2002-06-14 11:10:00,25.992808514280284,24.781266887857385,24.114791550712653,23.73441515750079,23.46983227156585,23.142054599002336
2002-06-14 11:20:00,26.175779352346012,24.948980917922654,24.272454742218088,23.886140481905954,23.617924794006854,23.28615268847068
2002-06-14 11:30:00,26.397318951161594,25.150131896845664,24.45876179364427,24.063296712466922,23.788982806675733,23.449888311228563
2002-06-14 11:40:00,26.91943767523827,25.55804308454225,24.787843186374914,24.347202029202037,24.044356024741603,23.67252085671572
2002-06-14 11:50:00,27.5265640647915,26.00851293085998,25.14944799016712,24.659379558786725,24.324725832623187,23.915534927594422
2002-06-14 12:00:00,27.7002981728985,26.17481529157652,25.321668514901376,24.835636720928164,24.502810009119855,24.0949096788907
2002-06-14 12:10:00,27.764978939592424,26.29226431777454,25.467025670596797,24.995381031429417,24.6715565878161,24.274038110776246
2002-06-14 12:20:00,27.88563719435672,26.43893791310046,25.632249453325755,25.170661955233925,24.85319904362649,24.46302392350293
2002-06-14 12:30:00,27.974819432741526,26.566352742276536,25.784858849644138,25.3372941908774,25.028845092175914,24.649216369495377
2002-06-14 12:40:00,28.05409291214795,26.689816785051164,25.936300463902114,25.504136638740647,25.205570322325173,24.83748844545454
2002-06-14 12:50:00,28.1604085552043,26.835403725098274,26.104282491320532,25.68411760780549,25.393324282322112,25.034418350891144
2002-06-14 13:00:00,28.37858245531794,27.047406152840324,26.313560296759533,25.89158961126867,25.59965861068173,25.239390181860074
2002-06-14 13:10:00,28.536855671698333,27.199659433076704,26.465028589694555,26.042730953413354,25.75051166133744,25.389820974078305
2002-06-14 13:20:00,28.688964935082083,27.35007451111727,26.61577898667474,26.193468960597727,25.90132250238821,25.54080681912785
2002-06-14 13:30:00,28.846403138602454,27.505276184025092,26.770856656022147,26.348172193981384,26.05577913297975,25.694967781053663
2002-06-14 13:40:00,29.001823143659294,27.657935579877858,26.924525934836254,26.5022640091845,26.210154556581017,25.84968522780349
2002-06-14 13:50:00,29.16137201073178,27.811620784992726,27.079318245128775,26.65763779909463,26.36591961376979,26.005924916410606
